schema_version,summary_kind,method,execution_model,amplitude_numerator,amplitude_denominator,amplitude,requested_oracle_budget,logical_lookup_oracle_calls,oracle_domain_size,requested_budget_ge_domain_size,realized_calls_ge_domain_size,n,n_requested,n_failed,failure_messages,warmup_records_excluded,mean_estimator_runtime_ms,median_estimator_runtime_ms,median_estimator_runtime_ms_bootstrap_ci_low,median_estimator_runtime_ms_bootstrap_ci_high,sample_std_estimator_runtime_ms,min_estimator_runtime_ms,max_estimator_runtime_ms,mean_operational_method_runtime_ms,median_operational_method_runtime_ms,median_operational_method_runtime_ms_bootstrap_ci_low,median_operational_method_runtime_ms_bootstrap_ci_high,sample_std_operational_method_runtime_ms,min_operational_method_runtime_ms,max_operational_method_runtime_ms,mean_audit_end_to_end_ms,median_audit_end_to_end_ms,median_audit_end_to_end_ms_bootstrap_ci_low,median_audit_end_to_end_ms_bootstrap_ci_high,sample_std_audit_end_to_end_ms,min_audit_end_to_end_ms,max_audit_end_to_end_ms,median_oracle_synthesis_ms,median_sampler_algorithm_setup_ms,median_analysis_copy_transpilation_ms,median_confidence_interval_postprocessing_ms,bootstrap_replicates,bootstrap_confidence_level,bootstrap_base_seed,bootstrap_group_seed,max_transpiled_quantum_depth,max_transpiled_quantum_gate_count,schedule_transpiled_quantum_gate_count,shot_weighted_transpiled_quantum_gate_count
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,63,64,0.984375,64,35,64,True,False,5,5,0,[],1,11053.592274999999,10917.95475,10878.86575,11415.672167,228.6654183987756,10878.86575,11415.672167,11159.3991584,11022.389917,10982.949333,11522.840959,230.41562330566967,10982.949333,11522.840959,13238.983841600002,13247.302917,13031.406542,13581.949375,224.032427171382,13031.406542,13581.949375,4.322791,0.006083,2048.453292,100.149834,2000,0.95,20260801,4181506680,227715,346651,713205,713205
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,63,64,0.984375,128,105,64,True,True,5,5,0,[],1,11222.6315,11197.935334,10948.354125,11439.133,193.21326085340803,10948.354125,11439.133,11327.7059332,11302.530291,11054.414917,11544.804292,193.17674610993421,11054.414917,11544.804292,13472.0472748,13531.334375,13324.711167,13610.200625,127.6877637113248,13324.711167,13610.200625,4.520708,0.005709,2065.392667,100.881083,2000,0.95,20260801,3497708234,227715,346651,713205,2139615
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,63,64,0.984375,256,245,64,True,True,5,5,0,[],1,11246.45805,11184.960958,11084.763417,11405.212375,147.2556711959074,11084.763417,11405.212375,11352.0064,11291.447917,11189.10775,11510.7975,148.71261057648246,11189.10775,11510.7975,13397.810808400001,13369.683458,13217.96875,13562.129667,155.0469611583301,13217.96875,13562.129667,4.543542,0.00625,2043.297,100.955125,2000,0.95,20260801,728027976,227715,346651,713205,4992435
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,63,64,0.984375,512,490,64,True,True,5,5,0,[],1,11206.384558200001,11161.773458,11145.6405,11378.724834,98.01936166345084,11145.6405,11378.724834,11312.0403086,11265.699125,11252.021125,11486.308792,98.99972842952565,11252.021125,11486.308792,13360.925075000001,13306.168459,13287.832042,13566.652625,117.33180736927807,13287.832042,13566.652625,4.485375,0.005709,2047.810792,100.934959,2000,0.95,20260801,3622034101,227715,346651,713205,9984870
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,63,64,0.984375,1024,1015,64,True,True,5,5,0,[],1,11270.2733166,11300.90575,11103.336417,11402.081375,114.73619448590676,11103.336417,11402.081375,11376.2792164,11405.474708,11211.907708,11506.565958,113.89469362936427,11211.907708,11506.565958,13425.8535666,13460.424708,13262.581875,13556.73975,116.6944831033268,13262.581875,13556.73975,4.297083,0.006125,2050.670125,100.322875,2000,0.95,20260801,2480897935,227715,346651,713205,20682945
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,64,64,1.0,32,18,64,False,False,5,5,0,[],1,292.2756582,292.314625,285.719083,296.498875,4.104318672396263,285.719083,296.498875,334.17706680000003,334.444875,328.575708,338.486917,3.745271404910887,328.575708,338.486917,345.3263584,345.177958,339.061041,350.176292,4.118446273153299,339.061041,350.176292,0.533375,0.005333,11.1315,41.442625,2000,0.95,20260801,3555653913,860,1391,2450,2450
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,64,64,1.0,64,35,64,True,False,5,5,0,[],1,698.4775,695.9695,694.233834,705.345333,4.711480443047849,694.233834,705.345333,801.1798581999999,797.890958,796.618833,807.305708,5.533133329632289,796.618833,807.305708,861.8905500000001,826.998625,817.4605,1018.894917,87.88414326467299,817.4605,1018.894917,0.52575,0.005375,20.506041,101.473541,2000,0.95,20260801,3483623168,1716,2775,5225,5225
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,64,64,1.0,128,105,64,True,True,5,5,0,[],1,696.789275,695.755958,688.269833,703.70625,6.064142452777926,688.269833,703.70625,798.3829499999999,797.539917,789.773459,804.406666,6.033003829705099,789.773459,804.406666,819.3228584000001,818.364334,811.001292,826.164,6.018142258909139,811.001292,826.164,0.441292,0.0055,20.821042,101.176125,2000,0.95,20260801,2920539686,1716,2775,5225,15675
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,64,64,1.0,256,245,64,True,True,5,5,0,[],1,703.6910582,703.759083,695.193584,710.222583,5.59922805888408,695.193584,710.222583,805.0029416,806.876625,794.384208,811.512167,6.7865084734758945,794.384208,811.512167,825.4980250000001,827.900625,814.288958,831.38,7.196770190406333,814.288958,831.38,0.533166,0.005625,19.939459,100.706875,2000,0.95,20260801,3028617224,1716,2775,5225,36575
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,64,64,1.0,512,490,64,True,True,5,5,0,[],1,698.912325,698.839667,694.922208,704.020583,3.3147417899930853,694.922208,704.020583,799.4615668,798.552167,796.023917,805.116042,3.5023078935804888,796.023917,805.116042,820.3261920000001,818.593792,818.071584,825.493167,3.1459252859585556,818.071584,825.493167,0.526125,0.005459,20.600667,100.554208,2000,0.95,20260801,3065095726,1716,2775,5225,73150
1.0,actual_runtime_and_circuit_metrics,qiskit_statevector_mlae,Qiskit StatevectorSampler finite-shot CPU simulation of synthesized circuits; not a QPU,64,64,1.0,1024,1015,64,True,True,5,5,0,[],1,745.4391084,702.336417,696.384083,926.10925,101.02808022225433,696.384083,926.10925,846.5992997999999,803.191917,798.522541,1026.92425,100.82491164382172,798.522541,1026.92425,866.9367918,823.098292,818.836333,1046.732917,100.53334720394858,818.836333,1046.732917,0.502417,0.005417,20.308542,100.462291,2000,0.95,20260801,3862513892,1716,2775,5225,151525
