schema_version,record_kind,analysis_model,method,amplitude_numerator,amplitude_denominator,amplitude,table_layout,visibility_table_sha256,requested_oracle_budget,logical_lookup_oracle_calls,oracle_domain_size,requested_budget_ge_domain_size,realized_calls_ge_domain_size,replicate,case_seed,sampling_seed,desired_accuracy,requested_confidence_level,status,error,evaluation_schedule,shots_per_circuit,total_shots,distinct_circuits,sampler_jobs,state_preparation_applications,inverse_state_preparation_applications,grover_iterations,good_state_markings,per_circuit_good_probabilities,per_circuit_good_counts,estimate,signed_error,absolute_error,squared_error,confidence_interval_low,confidence_interval_high,confidence_interval_level,confidence_interval_method,confidence_interval_covers_truth,maximum_log_likelihood,maximizing_grid_index,maximizing_grid_ties,mle_grid_points,classical_samples,classical_successes,sampling
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,105,469020292,111935195,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,105,469020292,3142521853,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,106,1076538295,2689935364,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,106,1076538295,2935428104,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,107,3253995457,2440101319,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,107,3253995457,1460308711,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,108,186470185,2288391511,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,108,186470185,506893725,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,109,4068445372,296613049,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,109,4068445372,2396641102,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,110,1169370155,3863932978,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,110,1169370155,2279842716,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,111,3921474415,3559636220,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,111,3921474415,1363750701,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,112,1000835759,1054235920,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,112,1000835759,521734374,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,113,4055031637,403335668,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,113,4055031637,4198973937,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,114,3945099623,405764854,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,114,3945099623,4266936736,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,115,227195065,1385854004,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,115,227195065,533624368,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,116,4239180753,718306749,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,116,4239180753,3200855438,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,117,1532295144,2595226109,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,117,1532295144,4117088165,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,118,1685951713,2664258976,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,118,1685951713,543342937,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,119,3425280986,3077451335,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,119,3425280986,2614631927,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,120,4164085216,1482048378,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,120,4164085216,3419245839,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,121,765184874,2372304581,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,121,765184874,3188509849,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,analytical_mlae,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,122,3891171483,2678115947,0.05,0.95,ok,,"[0,1,2,4,8]",29,145,5,1,580,435,435,435,"[0.0,0.0,0.0,0.0,0.0]","[0,0,0,0,0]",0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.95,audit_fixed_grid_likelihood_ratio_envelope_not_qiskit_ci,True,-3.226357094835442e-306,0,1,8193,,,
1.0,analytical_statistics,analytical measurement model: finite-shot binomial circuit outcomes; no QPU execution and no statevector simulation runtime,classical_monte_carlo,0,64,0.0,contiguous_prefix_visible_then_blocked,f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b,1024,1015,64,True,True,122,3891171483,1530799714,0.05,0.95,ok,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0037704186332784295,0.95,wilson_score,True,,,,,1015,0,with_replacement
